"subjects" "activities" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-meanFreq()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
10 "WALKING_UPSTAIRS" 0.255986102627451 -0.0143654945011765 -0.124074517745098 0.826874282745098 -0.0805926025490196 -0.379059698039216 0.0762526677 0.0173729333352941 0.0380533591627451 0.0718408878078431 -0.0486136789705882 -0.00779288021764706 -0.140908293613922 -0.0296211298558824 -0.035416300054902 -0.233990331568627 -0.233990331568627 -0.48321905 -0.308260568039216 -0.737705162156863 -0.474984014705882 -0.268063812745098 -0.335853041176471 -0.438031145882353 -0.223644983547059 -0.301508248862745 -0.546088862941176 -0.468605205294118 -0.565220840588235 -0.332237727509804 -0.535799234509804 -0.519560112156863 -0.53239971627451 -0.642018064117647 -0.492427493529412 -0.380643599411765 -0.311988459980392 -0.419784041764706 -0.370649738235294 -0.0937396805764706 -0.475597717843137 0.0673443714078431 -0.630546675490196 -0.279231071313725 -0.787833632352941 0.13453789232549 -0.397083831568627 -0.163732745078431 -0.129283825721569 -0.948413552745098 -0.933657461176471 -0.907649558823529 -0.521089140196078 -0.425625937254902 -0.593411129607843 -0.508087166666667 -0.58638289372549 -0.365025170078431 -0.707264168627451 -0.77471906627451 -0.717101021960784 -0.334795080196078 -0.334795080196078 -0.493067129607843 -0.518189646470588 -0.797293228431373 -0.369636140980392 -0.166324239117647 -0.094561233145098 -0.538073090196078 -0.417127012352941 -0.620123586470588 -0.509896031372549 -0.559600598431373 -0.387309489901961 -0.418924256078431 -0.51993124 -0.532486721568627 -0.825314327058824
11 "WALKING_UPSTAIRS" 0.252604768583333 -0.0228645614308333 -0.121290442104167 0.853530565833333 -0.284153753333333 -0.298171464166667 0.07680441704375 0.03083565139375 0.00759533846458334 -0.0304250571395833 -0.0548455941370417 0.0560931358145833 -0.142655397660417 -0.0414496328508333 -0.0223482086545833 -0.0128062276916667 -0.0128062276916667 -0.357233897916667 -0.235191249091667 -0.637367490625 -0.1397522212625 -0.1175197356 -0.3999234945625 -0.5292345090625 -0.15669437456875 -0.258321394134167 -0.360272225833333 -0.37705192875 -0.633017707916667 -0.576044001875 -0.474055998333333 -0.552822976041667 -0.416223018291667 -0.521435415208333 -0.324273713333333 -0.230933831489583 -0.210551597316667 -0.349178571291667 -0.150305643291667 -0.184408514979167 -0.360299853125 -0.0890136151333333 -0.504066956875 -0.103520890333333 -0.669008763541667 0.0865541719604167 -0.062952754100625 -0.0131721014395833 -0.230220954239583 -0.949460372291667 -0.91597346625 -0.930159843541667 -0.292665827083333 -0.349791873229167 -0.657430836041667 -0.496562732729167 -0.493044125208333 -0.234402350714583 -0.606044344375 -0.676722847708333 -0.610586202291667 -0.1028777303875 -0.1028777303875 -0.390912450416667 -0.440837260125 -0.68231162875 -0.0355381172854167 -0.0252781736083333 -0.2048157105 -0.287219038291667 -0.365114263583333 -0.680325770833333 -0.5244683916875 -0.481154119791667 -0.2778914704375 -0.217393170604167 -0.437383107916667 -0.496444579791667 -0.7241557425
12 "WALKING_UPSTAIRS" 0.242118808925 -0.0303986615775 -0.151054607725 0.8294283725 -0.3871007085 -0.2210087627 0.08315450836225 0.056818586275 0.0316681980575 0.0388537087875 -0.134514320575 -0.000233248224999999 -0.1018063044 -0.0346288461475 -0.0533545875525 0.01738119347275 0.01738119347275 -0.114189605875 -0.06161577145 -0.372790526575 -0.15687949467775 0.111818164225 -0.2196444734075 -0.344101732195 0.01976741622 0.0488512923725 -0.2053226461925 -0.073928372175 -0.3806571232 -0.273942744225 -0.364347950525 -0.187567271425 -0.194485509535 -0.2254218170275 -0.06612935167 0.0111728554515 -0.191499705925 -0.15202952495 -0.07962876322 0.1670048042575 -0.187391317015 0.296851347275 -0.28884026785 0.0750700310425 -0.4771839145 0.260346441375 -0.1287420952375 0.176349922525 -0.1904685504575 -0.916495992 -0.9010448505 -0.83693567475 -0.1742790558 -0.0128865483575 -0.4442822275 -0.4068000325 -0.17263322355 -0.110117174875 -0.23937641116 -0.49212221875 -0.3754149830025 -0.177666828025 -0.177666828025 -0.284060693125 -0.26440144275 -0.50740029025 -0.11993477534 0.13255758081125 -0.2399806950525 -0.2172651781 -0.0131695876025 -0.50771620575 -0.4775147465 -0.149925160355 -0.207498123525 -0.368253499 -0.43467125 -0.3771327525 -0.58828966075
13 "WALKING_UPSTAIRS" 0.265194544680851 -0.0237218695148936 -0.125414265340426 0.781177210851064 -0.432309617446809 -0.309735038510638 0.104034223065957 -0.0156290073042553 -0.0360115472978723 0.062608688893617 -0.155622431382979 -0.00546829763829787 -0.144351492595745 -0.0132022768074468 -0.00694066389361702 -0.0810453188106383 -0.0810453188106383 -0.355047693617021 -0.168982721146809 -0.577935642978723 -0.319169340234043 0.0221598658106383 -0.321712974042553 -0.417990596617021 -0.0961003618297872 -0.136431040812766 -0.436839580425532 -0.205067301297872 -0.519815170851064 -0.267817083638298 -0.297830831408511 -0.395904943744681 -0.446974007021277 -0.446691581702128 -0.155762354829787 -0.144902649710638 -0.101887933444681 -0.360449590021277 -0.257894449148936 0.029334838793617 -0.355443706553191 0.167901534925532 -0.475369886808511 -0.0184299309085106 -0.628915748723404 0.20815593406383 -0.240808282276596 0.109787469104255 -0.219707928574468 -0.940911635531915 -0.941523624255319 -0.932716253829787 -0.424052014680851 -0.203209665702128 -0.562052350212766 -0.53190941893617 -0.463136841489362 0.0517155421740426 -0.573541839148936 -0.604469603617021 -0.564149244893617 -0.278474283829787 -0.278474283829787 -0.404183875893617 -0.420236002514894 -0.647723419148936 -0.213184048 0.0823434279595745 -0.22716417293617 -0.462972848723404 -0.261261053404255 -0.603127367234043 -0.560968048723404 -0.478299637021277 0.0130916351042553 -0.403357611702128 -0.47772185 -0.483407096425532 -0.700980410425532
14 "WALKING_UPSTAIRS" 0.248391534566667 -0.0268622561133333 -0.117550861738095 0.889454382857143 -0.33682691 -0.0957978990316667 0.0877172239047619 0.0367082966285714 -0.033616970907381 0.13497880785381 -0.181458414495238 0.0157359244619048 -0.148450080695476 -0.0381312609738095 -0.067457054547619 0.210282608333333 0.210282608333333 -0.0957840344357143 -0.1280319236 -0.568111869047619 -0.0553996485285714 0.13068653882619 -0.228019952309524 -0.21396827747619 -0.0343404000452381 -0.0330889778857143 -0.0382449785166667 -0.0751829281833333 -0.414448875714286 0.0466071941261905 -0.270497675785714 -0.161561379016667 -0.19545699252381 -0.523943751666667 -0.199313066142857 -0.203542110833333 -0.170789279261905 -0.147429136850952 -0.0866905123880952 0.29374477 -0.0458020362119048 0.187559363004762 -0.369902 -0.224891603642857 -0.667996003333333 0.263527183357143 0.0835738640921429 0.250067523738095 -0.109613216345238 -0.94063384047619 -0.941620221904762 -0.913153632142857 -0.00853992680952381 -0.0575784544857143 -0.471703304761905 -0.301491709628571 -0.489417908809524 -0.157758060642857 -0.396699215238095 -0.704255415 -0.515697758571429 -0.158757474833333 -0.158757474833333 -0.0876501605595238 -0.2025581772 -0.675633024285714 0.132048813464286 0.230058772192857 -0.116753339559524 -0.0677978520178571 -0.106099613648095 -0.528567802619048 -0.338139776690476 -0.473882071666667 -0.222431794690476 -0.334126221428571 -0.151299835619048 -0.234023031571429 -0.70987053452381
15 "WALKING_UPSTAIRS" 0.249995171031373 -0.0323844029237255 -0.126890616782353 0.843438810196078 -0.214481808235294 -0.35593445 0.0723649984647059 0.039986286827451 0.0159234167843137 0.0957940245941176 -0.111564389137255 -0.0325557522333333 -0.109913094117647 -0.0523943787039216 -0.0924998531372549 -0.0117536873784314 -0.0117536873784314 -0.311143885098039 -0.156527148792745 -0.504367150588235 -0.272605689568627 -0.0769773944803922 -0.070577489272549 -0.416950400284314 -0.188068413803922 -0.20350714824902 -0.365642513176471 -0.326236287627451 -0.346605238039216 -0.278707884980392 -0.357319836562745 -0.443171315294118 -0.430239229235294 -0.290447408901961 -0.163001294113725 -0.0887030529117647 -0.136461407760784 -0.413452415980392 -0.231382662235294 -0.0111619282254902 -0.302968064764706 0.148281880568627 -0.380388292223529 0.079223297227451 -0.51871565 0.233770059509804 -0.243887818513725 0.0448435785868627 0.10080118935098 -0.933344481568627 -0.910474557058824 -0.902065910392157 -0.365398622764706 -0.328225031 -0.408094020392157 -0.550664576666667 -0.293681861176471 -0.0317301153392157 -0.548318881568627 -0.493514122352941 -0.543765425882353 -0.271893714117647 -0.271893714117647 -0.362708849411765 -0.366732989313725 -0.551275188627451 -0.234309548019608 0.0380597405498039 0.104508755759412 -0.424877553333333 -0.380894442941176 -0.46895638372549 -0.590430783921569 -0.301619977058824 -0.0822521122215686 -0.410047643333333 -0.454324844901961 -0.470491576431373 -0.632659461568627
16 "WALKING_UPSTAIRS" 0.277995411384615 -0.0269863524264615 -0.126210440292308 0.927693239538462 -0.217641282461538 0.108230986684615 0.0740041435707692 0.00925514041553846 -0.0116906813498462 0.0556121923307692 -0.109437658104615 0.0996227385527692 -0.126481161061538 -0.0281452998369231 -0.0540452217153846 -0.305772199076923 -0.305772199076923 -0.679160843538462 -0.3186346998 -0.777106026615385 -0.521649838769231 -0.380150805384615 -0.542931828 -0.593367433030769 -0.379518455061538 -0.463511984138462 -0.668208156461538 -0.640849424923077 -0.793266971230769 -0.410294109653846 -0.601971415384615 -0.612389227538462 -0.476144998846154 -0.618579913384615 -0.575169715692308 -0.380037333615385 -0.549103238769231 -0.254971244461538 -0.527907561538462 -0.273261579076923 -0.654795110615385 0.0278971843696923 -0.567153469846154 -0.414531992523077 -0.822403906 -0.0511617273270769 -0.459775646153846 -0.223086808769231 -0.296523975076923 -0.950878450307692 -0.931758272769231 -0.882722399076923 -0.663642746307692 -0.627131235692308 -0.812458372307692 -0.489011794784615 -0.433673383846154 -0.564195608923077 -0.693854902307692 -0.839699143076923 -0.746268282923077 -0.480006649846154 -0.480006649846154 -0.674513059846154 -0.387754116158462 -0.824883302769231 -0.437975786923077 -0.199988428584615 -0.237296741292308 -0.690213625846154 -0.638086010153846 -0.830526636615385 -0.500119831476923 -0.349362687538462 -0.601112612153846 -0.536120293230769 -0.703433692615385 -0.386612992876923 -0.841061012153846
17 "WALKING_UPSTAIRS" 0.272691394545455 -0.0281633797398182 -0.121943461236364 0.942095257090909 -0.246169656181818 -0.00199310572363636 0.0755645318545455 0.00209171684890909 -0.0117089275472727 -0.0247950825654545 -0.0657601804418182 0.0721458973490909 -0.0975590199454545 -0.0386244096705455 -0.0595558392545455 -0.142874499381818 -0.142874499381818 -0.404463896363636 -0.344427047636364 -0.648099850181818 -0.242820756127273 -0.185528313272727 -0.499502759272727 -0.384393859890909 -0.231358959054545 -0.189088586758182 -0.304540556345455 -0.419344696 -0.639741264909091 -0.222513914852727 -0.477676635818182 -0.378521914981818 -0.427686570727273 -0.617112539636364 -0.342703926363636 -0.0693017133890909 -0.0956417028527273 -0.216500720145455 -0.167566383372727 -0.0172240385858182 -0.294970470909091 0.0571545019854545 -0.556084778181818 -0.0255131300387273 -0.673580662727273 -0.0512559511836364 -0.169006952418182 -0.0491726302763636 -0.404596936545455 -0.962011392181818 -0.937858157818182 -0.929636797636364 -0.290879965872727 -0.399771473818182 -0.677995585454545 -0.550274396 -0.603097110545455 -0.3090880546 -0.515829417272727 -0.725210290909091 -0.556390218 -0.1507071068 -0.1507071068 -0.334531344727273 -0.514032410181818 -0.661829656545455 -0.142843838381818 -0.0439473073581818 -0.400902256363636 -0.342075432 -0.420055781272727 -0.715726893818182 -0.590812298 -0.598236639818182 -0.362052183090909 -0.274226227272727 -0.393715352181818 -0.569632 -0.669846294545455
18 "WALKING_UPSTAIRS" 0.265770253921569 -0.0200953324078431 -0.123530438196078 0.868000278627451 -0.229278659607843 -0.294642640196078 0.0734763532039216 -0.0140229374470588 0.0067467910745098 -0.0940344886803922 0.00212499391686275 0.140129855776471 -0.0937518711117647 -0.0509235220237255 -0.0629013722509804 -0.160589355980392 -0.160589355980392 -0.479067422156863 -0.286145719598039 -0.699895090784314 -0.417607401176471 -0.249688517843137 -0.418886395098039 -0.465425792352941 -0.18135640627451 -0.261550401 -0.50311385627451 -0.44246561254902 -0.608544241568627 -0.361648357411765 -0.372671804901961 -0.454277803078431 -0.544369229411765 -0.594092579607843 -0.400528455490196 -0.238720731606078 -0.125411020767647 -0.430102512941176 -0.393928937058824 -0.0126842499664706 -0.460770277843137 0.116287371670588 -0.607667730196078 -0.128116124333333 -0.71917980372549 0.184859987184314 -0.295439547254902 -0.0950104077 -0.23070787672549 -0.956433874705882 -0.947713378627451 -0.926675381176471 -0.468066189411765 -0.426833499411765 -0.633722935098039 -0.562461004705882 -0.587966800588235 -0.169960785215686 -0.695774947647059 -0.711148438235294 -0.676876469411765 -0.37994878627451 -0.37994878627451 -0.464610567058824 -0.501775426447059 -0.724671165490196 -0.253504065686275 -0.0794059822941176 -0.197338870980392 -0.47892337254902 -0.450116431176471 -0.657139420784314 -0.574254281745098 -0.587869474313725 -0.183508696647059 -0.468707734509804 -0.473011558823529 -0.523335975411765 -0.751714312941177
19 "WALKING_UPSTAIRS" 0.262005841764706 -0.0279443943478431 -0.121514025692157 0.854508231764706 -0.333223996666667 -0.265207858431373 0.0706831871117647 0.0222985408245098 0.00749081657058823 -0.129362970764706 0.0212250958019608 0.103720987705882 -0.080568055454902 -0.0492552129156863 -0.0752610437019608 -0.186240503960784 -0.186240503960784 -0.388086248235294 -0.263415282690196 -0.620279797647059 -0.266101343372549 -0.190589069119608 -0.401732939215686 -0.378981881019608 -0.0852282260803922 -0.192657392490196 -0.318866730039216 -0.358009373333333 -0.587813565294118 -0.232074537770588 -0.362750971627451 -0.30720151845098 -0.403636283921569 -0.522066500784314 -0.318210999529412 -0.115729101443137 -0.251074231431373 -0.303254516480392 -0.213519364760784 0.0202047636666667 -0.294433415745098 0.172325927735294 -0.534835409607843 -0.0526395586039216 -0.662505819411765 0.0991311624941176 -0.242062430294118 -0.146753877035294 -0.28598691372549 -0.944697800196078 -0.927641087843137 -0.900514013333333 -0.312671655921569 -0.331602407372549 -0.637488941176471 -0.518818227843137 -0.479319521372549 -0.189306812833333 -0.494282913529412 -0.690571101960784 -0.603568264117647 -0.211928666470588 -0.211928666470588 -0.325362338235294 -0.476923344705882 -0.670132120784314 -0.233726643921569 -0.178554981115686 -0.281685159607843 -0.37027368 -0.349026567647059 -0.68790763372549 -0.556383410588235 -0.459989315686274 -0.22624337505098 -0.334626168823529 -0.374495907647059 -0.528187016862745 -0.70485275745098
20 "WALKING_UPSTAIRS" 0.265423066877551 -0.0299465312326531 -0.118000587840816 0.929258953877551 -0.227120125306122 0.0443786011771429 0.106345193353878 -0.000689019191836735 -0.0290713871612245 0.0931989463020408 -0.152328112210204 0.0854318123467347 -0.130429072653061 -0.0511035119816327 -0.0680938780306122 0.00834360271428571 0.00834360271428571 -0.344324833061224 0.0439627677608163 -0.617340803061225 -0.109793480008163 -0.196011503540816 -0.320487882857143 -0.43825767622449 -0.131972012708163 -0.512761405673469 -0.225067771046939 -0.408886605510204 -0.646198587755102 -0.379789331795918 -0.444248720204082 -0.514054756122449 -0.260519290404082 -0.39404534122449 -0.34170013244898 -0.291046726669388 -0.666814815306122 -0.201814800918367 -0.108306402963265 -0.145077640897959 -0.239108046693878 -0.00164314465612245 -0.357213897032653 -0.399892274714286 -0.697454553061225 0.0535852933469388 -0.0867715569693878 -0.122128287642857 0.0995443502346939 -0.954189013061225 -0.923007798367347 -0.858849467142857 -0.182365815065306 -0.388624195510204 -0.678763766530612 -0.323904731622449 0.0461103045102041 -0.37481514122449 -0.474932606326531 -0.73422519244898 -0.558417024081633 -0.0414696051693878 -0.0414696051693878 -0.254485176020408 -0.0800476153673469 -0.712846318367347 -0.0790625306306122 -0.141258066657755 0.203057836877551 -0.211385397877551 -0.408648946938776 -0.710116591836735 -0.350338205020408 0.234346783653061 -0.444153056530612 -0.155993755897959 -0.280583556530612 -0.074331469755102 -0.756464186122449
21 "WALKING_UPSTAIRS" 0.271415642261538 -0.0253311698786154 -0.124697493775385 0.93182983 -0.226647292153846 -0.0221401100714154 0.0579840372876923 -0.00358719228769231 0.0161506198923077 -0.00355974576923077 -0.0779606464676923 0.0814699303289231 -0.108414261326154 -0.0141113353615385 -0.0364157841384615 -0.137627857227385 -0.137627857227385 -0.596600099538461 -0.113608367276923 -0.718780256769231 -0.420402828153846 -0.297813768569231 -0.36751984 -0.590261485846154 -0.333821697015385 -0.512248393061538 -0.55067842 -0.592919440769231 -0.737803881230769 -0.4436963292 -0.536743839846154 -0.626167597384615 -0.488039003123077 -0.366058433230769 -0.318937001538462 -0.336954240521538 -0.642703957846154 -0.483683270815385 -0.400588353846154 -0.312338030213846 -0.549784890615385 -0.0484762641046154 -0.449150735076923 -0.456638670923077 -0.773974451846154 -0.0714398678692308 -0.350504475230769 -0.127311157607692 0.0249468034966154 -0.954033624307692 -0.914933936 -0.862402791230769 -0.535420203384615 -0.587214542923077 -0.761942025384615 -0.493837520761538 -0.0840481513184615 -0.211573579892308 -0.742749529538462 -0.743336958461538 -0.665150619230769 -0.327410815861538 -0.327410815861538 -0.561837706461538 -0.169293534323077 -0.774439096769231 -0.326260358153846 -0.104299180318462 0.121447414920923 -0.561565206615385 -0.610826602 -0.78475388 -0.503484236964615 0.0449545535584615 -0.253427074984615 -0.394508080769231 -0.580878133230769 -0.151472278383077 -0.791349425076923
1 "WALKING_DOWNSTAIRS" 0.28352238603125 -0.0161572215645833 -0.112093246317708 0.897582497604167 -0.295578868125 -0.0531943930822917 0.0815158274976042 0.0135284503614583 -0.01584978711875 -0.0746703844755208 -0.0487772298020833 0.0935555699432292 -0.0661966866742708 -0.0430878525927083 -0.04857645144375 0.0579159264845833 0.0579159264845833 -0.0428868112666667 -0.118064427601354 -0.351966082125 0.0747579636427083 0.137064192155833 -0.17941474371875 -0.290904274892708 0.0381097839916667 0.194469807378021 0.0535014843552083 -0.01857146009375 -0.2800921035625 -0.199669436760417 -0.347344551479167 -0.110123386659375 -0.251265651519792 -0.205618334364583 -0.0591025228364583 -0.06964722325 0.07987719485625 0.02833634284375 0.192954260736458 0.106773750983646 0.12219098439375 0.0482641129979167 -0.251871932796875 0.22935134623125 -0.330046291715625 0.0718893780363542 0.0380308917392813 0.112401904705208 -0.1679651888125 -0.9455670153125 -0.9385118228125 -0.913319226875 0.0658208392239583 0.0102338389875 -0.342986996604167 -0.390839483483333 -0.268029691270833 -0.200448796832292 -0.368016121041667 -0.35170897396875 -0.244039890691667 0.115696780421875 0.115696780421875 0.0992542649510417 -0.2497725753125 -0.324467205989583 0.0203034192833333 0.0265370153260417 -0.231395967411458 -0.0196040729028125 -0.0291172190208333 -0.404906673333333 -0.438637765770833 -0.317185008689583 -0.328793280833333 -0.105723831215625 0.058260767228125 -0.385732048104167 -0.36831173196875
2 "WALKING_DOWNSTAIRS" 0.286459474255319 -0.0147819720373404 -0.111657882015957 0.943210268510638 -0.149004989130851 0.0178391622978723 0.0843538288606383 0.00841775708297872 -0.00454732664031915 -0.117817420852128 -0.0409677787329787 0.0929190202755319 -0.0846958552382979 -0.0370919145978723 -0.0452884074797872 -0.0562775877647872 -0.0562775877647872 -0.216542943666277 -0.278156529117021 -0.548912201595745 -0.0565652049776596 -0.0660598132244681 -0.447648123617021 -0.33372529127234 0.129825512840426 -0.00660345113151064 -0.124641976184043 -0.153652785979787 -0.555321221170213 -0.205431437352128 -0.272375908161702 -0.224290062117021 -0.18231608877766 -0.626399753829787 -0.310257960040426 -0.144213663843617 -0.146122381373404 0.227954162559574 0.00595510183723404 0.0713046750446809 -0.10970966791383 0.0670149855762766 -0.378734643289362 0.00180304692597021 -0.59804726893617 0.103259989638298 -0.0245678999468085 -0.121928647544149 -0.418224904244681 -0.952549415 -0.939378820212766 -0.918044406276596 -0.114504639338404 -0.128100253431915 -0.59802278 -0.313638601858511 -0.619847746595745 -0.469199113085106 -0.3384922575 -0.74601106787234 -0.35123158 -0.0606764049946809 -0.0606764049946809 -0.152102569278723 -0.310316046925532 -0.609368306382979 -0.0154383198148936 -0.21159898573617 -0.448592258606383 -0.18593568978617 -0.16183806390784 -0.640018709468085 -0.359513204941489 -0.619361265957447 -0.583347686808511 -0.248112798371277 -0.217183160381915 -0.387180154085106 -0.653902363191489
3 "WALKING_DOWNSTAIRS" 0.294666845674157 -0.0141160277608652 -0.0959349177033708 0.948045685955056 -0.0487112090510112 -0.0273791367352011 0.119344787208989 -0.00249473436067416 0.012508403841573 -0.0793107127202247 -0.0710067790505618 0.0977147952808989 -0.102807122368539 -0.0656061682162921 -0.0531047877786517 0.180345541059551 0.180345541059551 -0.110294157062921 -0.194855068388764 -0.431094251910112 0.100648333531461 -0.0445768524269663 -0.246836278220562 -0.447441298764045 0.048701773894382 -0.0223304865564045 -0.0498892735797753 -0.178008569173034 -0.398399153179775 -0.390132311078652 -0.358230914112472 -0.31616814552809 -0.309359788595506 -0.349463109426966 -0.13634902195809 -0.0826830607247191 -0.0056955794652809 0.0573602162026966 0.187106151191011 -0.030751788552809 0.00823296646359551 0.0196919070494382 -0.3484898316 0.139059234279775 -0.458168504157303 0.100525994522472 0.24595103994382 -0.0503728657786517 -0.175740899719101 -0.951269723370787 -0.923662429775281 -0.903336999325843 0.02534307 -0.121018044560674 -0.445665036134831 -0.430341887898876 -0.376870166314607 -0.252321587641124 -0.45772264505618 -0.483450593820225 -0.215077339720225 0.233594350419551 0.233594350419551 0.00338255037078652 -0.342582043448315 -0.452923357752809 0.295939325196629 -0.114929323180899 -0.203118850044944 0.0102661020516854 -0.120372494888539 -0.491811468426966 -0.471816772314607 -0.399807283146067 -0.366142984292135 0.0645677422516854 -0.0140940236966292 -0.455840571348315 -0.486198988202247
4 "WALKING_DOWNSTAIRS" 0.28294689505814 -0.0197437354852326 -0.108817392946512 0.93351385872093 -0.148019011302326 0.0167824108946512 0.102478618848837 0.0102770211213953 -0.00513705167093023 -0.108789817255814 -0.06624152415 0.0805687030489535 -0.0427589992593023 -0.0644938162430232 -0.0526077598593023 0.297119655197674 0.297119655197674 0.0803628178609302 -0.00257354650162791 -0.223853775930233 0.278535914767442 0.1936370614 -0.224634906490698 -0.371895023744186 0.0417100946815116 0.284519882982558 0.156378680944186 0.0237738892860465 -0.264348153398837 -0.280860477383721 -0.401901053965116 -0.0110499774232558 -0.0593427161547674 -0.193145992452326 0.102601928660465 -0.0774648881325581 0.0818927638127907 0.149259601523256 0.318260260325581 0.132085007673837 0.20545593267093 0.05442685666 -0.146036459002326 0.162974921297523 -0.288015405459302 0.0996139614238372 0.344820854883721 0.202824719289419 -0.259825471142209 -0.947717094651163 -0.935091513488372 -0.920109527093023 0.190901070153488 0.107945812860581 -0.328585945651163 -0.24533615447093 -0.243215178139535 -0.0681082912011628 -0.162293152068605 -0.31640861177907 0.00747315285 0.277898880069767 0.277898880069767 0.165923711139535 -0.14768228750814 -0.280406775763488 0.368722593488372 0.130107126504651 -0.345334434581395 0.118813421684791 0.122699004040698 -0.392190227813953 -0.310050482689535 -0.28308852355814 -0.220312916897674 0.0534682505104651 0.103207427852326 -0.306611966516279 -0.322148533881744
5 "WALKING_DOWNSTAIRS" 0.28090756172043 -0.0173509508475966 -0.103179283737634 0.940139374731183 -0.154024394666667 -0.106051647149462 0.0797081099537634 -0.0155560985430108 -0.00570552826774194 -0.108932298636559 -0.0462631121946237 0.103366183286129 -0.0432759437139785 -0.0494318838387097 -0.0722087077215054 0.0191051529010753 0.0191051529010753 -0.139045258177742 -0.200913849232258 -0.420796104516129 0.0340359149043011 0.00101345607741936 -0.269255254075269 -0.349129439086022 0.0233335300311828 0.157818562692473 -0.018895082474086 -0.156655793722581 -0.37322063827957 -0.273857190989247 -0.400593945752688 -0.241817219769892 -0.259941427826882 -0.316428733741935 -0.256650659569892 -0.138227414812903 0.155874965733978 0.0241474010301075 0.183845317258065 0.0408067875055376 0.072141711427957 0.00164574915526882 -0.29950844103871 0.175024775673118 -0.37275277855914 0.0739980719876344 0.0543723004150538 -0.0150106516827957 -0.242385941123118 -0.962218871612903 -0.948038992473118 -0.932042194086022 0.0175305383897849 -0.118610193824731 -0.422067001365591 -0.385188745673118 -0.383469511666667 -0.369769073946237 -0.395917563430108 -0.407327835105376 -0.395538694043011 0.156532982619032 0.156532982619032 0.0780131652612903 -0.289778733025161 -0.372766611032258 0.0608055620096774 -0.0878313782043011 -0.291673720203226 -0.0379213091946237 -0.138454042510753 -0.470329325301075 -0.427602846494624 -0.43442148516129 -0.472067097419355 -0.0411599583247312 0.0753137123580645 -0.410088562795699 -0.419446238891398
